color1,color2,color3,class
#9b4519,#c67e2c,#51160c,pizza
#6d605a,#ba9f89,#281710,pizza
#7c491b,#130f08,#b08046,pizza
#977c52,#c7bca0,#3a2314,pizza
#542f20,#d7c0a3,#b97038,pizza
#b2572a,#dcb88a,#251711,pizza
#8b8d7e,#6a6451,#c2e6ec,pizza
#a4662d,#4a2516,#bb9a6e,pizza
#dfd2c2,#3d1907,#9b5f30,pizza
#e2c991,#94754a,#302019,pizza
#2f2213,#a1562e,#d2ae82,pizza
#4d2a1f,#644f45,#201215,pizza
#dfc191,#6f3019,#c98c44,pizza
#f6e7c9,#db872e,#682408,pizza
#e3be67,#422b0b,#b26b1e,pizza
#79300f,#ddc29d,#c07a3c,pizza
#ba9480,#181114,#705d50,pizza
#1a0c0d,#a5755c,#6c2f23,pizza
#da8b1a,#973507,#fae492,pizza
#3b1d0d,#ac6027,#e9b15c,pizza
#ac5b37,#d69773,#5e2315,pizza
#8c5b0f,#f0f3e2,#a8832e,pizza
#c16524,#402311,#d0c2ae,pizza
#ba8642,#312724,#d4be91,pizza
#7f3709,#3c1403,#ad7212,pizza
#cfcbbd,#1f1718,#9c5f44,pizza
#a02c21,#dbaf90,#c16e49,pizza
#a36f4f,#ba9d88,#7e3b2b,pizza
#5f250c,#cc904e,#a53a0d,pizza
#491128,#af9989,#7a3e49,pizza
#ba4025,#ccb392,#1d100b,pizza
#e2b87d,#0b0316,#974e47,pizza
#b45407,#2e1003,#eeb622,pizza
#cfc2b4,#803930,#af7e65,pizza
#b07c6a,#5b4245,#cfbbba,pizza
#c08730,#903a0e,#eeeddd,pizza
#584a39,#c0d5db,#888e89,pizza
#f03b45,#5a0208,#c60810,pizza
#e2ae72,#763317,#b66937,pizza
#b2856f,#4e2c24,#e1dcd0,pizza
#86675c,#c2c4d4,#3f2515,pizza
#bd6f35,#dcc9a8,#2d2623,pizza
#765340,#a4a6ad,#38221b,pizza
#aaa095,#77673c,#3e3120,pizza
#ab7353,#cdbba8,#4a2d24,pizza
#736440,#302714,#a59970,pizza
#c3b7c0,#be5c32,#ecdde1,pizza
#d1c5b7,#91735d,#532e1e,pizza
#5c1e05,#dd9519,#a6510a,pizza
#bfcccc,#4d371a,#8e7d57,pizza
#b47668,#5f241e,#decdda,pizza
#ad6339,#cfccc8,#3e1f1b,pizza
#332a29,#676059,#abbcbc,pizza
#9c958e,#25130b,#7c5639,pizza
#ece4da,#d5a050,#a8581d,pizza
#d09560,#a35632,#b67c54,pizza
#855a2c,#1d100a,#6c320c,pizza
#766247,#2f160e,#59402a,pizza
#d6be98,#663326,#9c715d,pizza
#5e3b1b,#a4a49f,#846e4e,pizza
#ac8963,#daccc8,#672c16,pizza
#a15131,#d39d69,#30170e,pizza
#533d20,#d0dbd4,#8c8d69,pizza
#816b49,#b2b1a4,#271a0b,pizza
#cbc7c1,#6e3b2e,#a1948d,pizza
#bc8f5c,#dedfd3,#923a17,pizza
#ad9166,#916431,#5d391d,pizza
#ac7958,#5d3b2e,#eae6dd,pizza
#3e2c22,#aa5b26,#d0bea7,pizza
#201015,#d69d67,#803d2d,pizza
#7e3a26,#bfd4e3,#b7916a,pizza
#9c380c,#edc36f,#e4901a,pizza
#7d3d0b,#c37413,#e2c449,pizza
#2c160d,#c8beb1,#926747,pizza
#ecb881,#a04e17,#de8d37,pizza
#bbbbab,#1d1d18,#7d6c43,pizza
#dccda3,#5d3335,#bf7f54,pizza
#f5f4e7,#4d382a,#c37f53,pizza
#874f21,#c19f6f,#231101,pizza
#b9826c,#7b382d,#dbcbc1,pizza
#220b04,#58240f,#694429,pizza
#97aebe,#7d7568,#3b3739,pizza
#7e6333,#3f2411,#d7c281,pizza
#55211a,#eee6db,#9f6d4b,pizza
#3f2627,#acaf9e,#766d66,pizza
#8d5f4b,#28201b,#cec8b5,pizza
#c68d5a,#662f1e,#ddbfb7,pizza
#c86a2e,#6d2825,#f0b957,pizza
#c7b89a,#956a4f,#0d0d08,pizza
#b55b21,#e2b452,#722e1e,pizza
#a17e23,#b6bc8b,#3c2818,pizza
#ac6a69,#3c2e35,#cbc7db,pizza
#d16d07,#532004,#f1d17c,pizza
#774621,#bc9f7f,#ad6e43,pizza
#985240,#c2b9c4,#40201a,pizza
#9e514a,#ebcb94,#281023,pizza
#9c7961,#d5d3c7,#533025,pizza
#e5dfcd,#1b150c,#a7641a,pizza
#4d3a1c,#e5dfc3,#b79152,pizza
#5c2d48,#cda2d9,#ba4c5e,pizza
#c6ccc9,#3b2316,#8c6a42,pizza
#3a2811,#895d27,#bfa069,pizza
#e7f3da,#882620,#c8733f,pizza
#d89137,#792f0d,#fbe496,pizza
#d08a73,#bb3e27,#e1c8d0,pizza
#7e6255,#241816,#9aa3a5,pizza
#7f493d,#b0b8e8,#957d92,pizza
#9c7758,#5b2c20,#d2c3af,pizza
#b3aa90,#453425,#8c7653,pizza
#a2561a,#e0e5db,#3f1a12,pizza
#857744,#8d95a2,#5f420d,pizza
#341211,#b58ba1,#7e4038,pizza
#1b0809,#4f150f,#804324,pizza
#361403,#b8a27d,#884c19,pizza
#968b76,#6a5443,#b1bec0,pizza
#b67e36,#d3b16d,#7e4b1c,pizza
#8d6a28,#5f2813,#b0a190,pizza
#645e51,#c5cdc4,#989884,pizza
#c28c6b,#953028,#e7cbb1,pizza
#f1d926,#cde6e0,#ca5014,pizza
#975221,#ad9881,#451b0c,pizza
#e2caa7,#6d4531,#b5885f,pizza
#962d16,#df6629,#e8c5a3,pizza
#3d1e0d,#d8c8ae,#956945,pizza
#9c6b2e,#c8c9b1,#68260c,pizza
#875531,#e6e3da,#baa491,pizza
#af6b3c,#332824,#d1c2a5,pizza
#c8aca0,#402e24,#955e4d,pizza
#a04715,#341c0d,#d19956,pizza
#d1c3a9,#3a3241,#986f5e,pizza
#b34212,#e6ba8d,#e27d2c,pizza
#512427,#e6d9c1,#a0604a,pizza
#331d0c,#9f6c24,#d6c19e,pizza
#b7c2c1,#897e70,#554337,pizza
#d5ba8d,#452525,#a16544,pizza
#946958,#cac7c3,#332e27,pizza
#bebe96,#967044,#423122,pizza
#f47026,#ce2e12,#641f0d,pizza
#7d543a,#cec7ba,#aa9583,pizza
#c2bfb8,#3a1e10,#9a6833,pizza
#876a3a,#aa9160,#623a0f,pizza
#ced2c6,#694426,#9c896d,pizza
#e2b37b,#803017,#c17733,pizza
#5c2e3a,#ded7d4,#c0715c,pizza
#673b22,#26130c,#dfeae7,pizza
#abafaf,#856856,#2d2726,pizza
#6f4618,#0f0b02,#9e0f04,pizza
#bead92,#221511,#8b5f42,pizza
#742102,#854006,#4f1001,pizza
#6c4127,#3d180e,#796a75,pizza
#696256,#9b8f7a,#413528,pizza
#513626,#ccd5d7,#ab6f40,pizza
#d7d7bc,#3a3230,#d38a4c,pizza
#1d0d09,#804c3d,#c5a493,pizza
#603029,#e9a96f,#b56445,pizza
#ab530c,#e5c243,#502006,pizza
#873c10,#e5c87b,#cf7d24,pizza
#ac7a6c,#7a251a,#c2b6c4,pizza
#bcd0ce,#614b40,#938778,pizza
#983f23,#611b0f,#c57454,pizza
#41322b,#dadbdf,#b94426,pizza
#acbebc,#5a332a,#8a7160,pizza
#af875a,#6f4525,#dddbcc,pizza
#523d2f,#919593,#786a5f,pizza
#180d08,#ded5c0,#a17d2f,pizza
#e9e7cf,#57602e,#d2a247,pizza
#7b4d3d,#f3c838,#c95622,pizza
#909695,#684f38,#4f2d17,pizza
#a9a06c,#472615,#85532f,pizza
#b07327,#d1bd88,#512c0b,pizza
#95775e,#dbd9ce,#4c3221,pizza
#713b2b,#efd4bb,#c3815a,pizza
#693b11,#b5b6b3,#071348,pizza
#911f10,#d8be98,#be6f42,pizza
#857051,#acb8c0,#404026,pizza
#b45a37,#1e171f,#e3c29b,pizza
#541c15,#885237,#b58e6c,pizza
#dfe2ce,#7a5a50,#cda65e,pizza
#4a1e1d,#be4628,#d9a277,pizza
#ab7750,#c1c0b9,#4d3735,pizza
#efcd47,#2d1304,#ae6619,pizza
#e0dedc,#3c2119,#857069,pizza
#893c1e,#cb9659,#f7ecdb,pizza
#5c2715,#835524,#290a0b,pizza
#4a321e,#cdb657,#987225,pizza
#a45f4c,#591e1b,#e2ccbe,pizza
#aaa3a0,#372411,#846b56,pizza
#60414d,#ab848d,#e1dee8,pizza
#c3ae98,#3a1d13,#935f39,pizza
#543c35,#80736b,#bcb8ac,pizza
#c7921b,#e5e4ce,#332008,pizza
#9e8465,#b9afa1,#735037,pizza
#a1875d,#4a3f33,#e7e6e8,pizza
#907c6a,#63412a,#a79c8a,pizza
#cba26c,#bc7228,#492810,pizza
#d3b177,#361a12,#c3611d,pizza
#b17253,#d3bc96,#662127,pizza
#786256,#a69e9f,#0d120f,pizza
#974416,#eac081,#cd8a41,pizza
#722d11,#de9b5c,#c5672e,pizza
#c03b06,#662106,#e68119,pizza
#a3523b,#deb69a,#1d191d,pizza
#2d1312,#90816c,#634f40,pizza
#edc599,#7f281d,#ce6e4d,pizza
#6e4930,#ae9779,#29190e,pizza
#203337,#d9d1b6,#bc5d33,pizza
#933b1d,#41160b,#c3824d,pizza
#82522d,#998766,#1c1f22,pizza
#b1321c,#670e0e,#e49459,pizza
#7f3842,#d2d2c7,#bf9c75,pizza
#a27d70,#cebcc4,#443238,pizza
#ae6f3c,#742d13,#c9a883,pizza
#7d240e,#d69e6d,#ae5a30,pizza
#94714b,#4f322a,#c5b58b,pizza
#4a2c08,#684f14,#230f04,pizza
#3d211c,#cfbdaa,#8c6248,pizza
#b65b39,#6a1d13,#f8f0e5,pizza
#675247,#a59890,#1f1b19,pizza
#070706,#2b251e,#514735,pizza
#6b2305,#9a4111,#d0863a,pizza
#8f5844,#bfa395,#381e17,pizza
#3f1b08,#e1b26f,#a35c1e,pizza
#bd441d,#d1bca3,#5b1d0c,pizza
#822b13,#b87737,#34150c,pizza
#4d4036,#d7d1ce,#a28569,pizza
#39231f,#e3cfa3,#9e6e49,pizza
#a15933,#241e1c,#cdc9c0,pizza
#b4815e,#89532d,#341908,pizza
#c9d7d4,#363135,#797c81,pizza
#d5cee9,#472632,#ac7d80,pizza
#cd6e18,#973708,#eda53a,pizza
#8c452d,#dbb894,#c08759,pizza
#351e12,#a49c8c,#9b7538,pizza
#573c2e,#73bbd0,#567c86,pizza
#d58640,#d5c9ba,#903e15,pizza
#c47818,#251104,#faf4ba,pizza
#7a6463,#4e332e,#b0bbbc,pizza
#a46c3d,#c8c5be,#743b17,pizza
#efc483,#d95b16,#472212,pizza
#7a3211,#e9d376,#b28b40,pizza
#2a2618,#c6a87b,#845e35,pizza
#957783,#643233,#d0c1c2,pizza
#e7e1ef,#33293e,#907789,pizza
#9a7c62,#724b39,#bcac95,pizza
#3a1a16,#ba8f6c,#924530,pizza
#613c2b,#b6aca0,#977059,pizza
#e8d7c5,#485495,#d8a456,pizza
#d5a04f,#bd6620,#6a200c,pizza
#e2e2dd,#5e331d,#9a6c51,pizza
#8b4f26,#bb9e55,#d3d2b3,pizza
#6d6779,#72abe9,#3c2830,pizza
#b94b0a,#f1cb69,#701e04,pizza
#7b715e,#1a1e14,#d0cab3,pizza
#84735e,#38462e,#c4c6b2,pizza
#8f8865,#252117,#9f3c33,pizza
#bd7c3e,#863619,#ebd0a5,pizza
#563433,#b8723b,#d0d1ac,pizza
#241608,#dec556,#9f5a1e,pizza
#8e5d3a,#3d2815,#ccb38a,pizza
#c29b71,#d2d2cf,#92431f,pizza
#2a1a12,#6c583b,#babeb5,pizza
#d7bfa1,#3b2a24,#8e7a69,pizza
#bf8158,#dcaf89,#795939,pizza
#b44212,#e4a44a,#170805,pizza
#ddccb9,#84411d,#c08c59,pizza
#d4ca93,#1d160d,#9d7a3e,pizza
#e8b174,#be7841,#763418,pizza
#7d5a3a,#a8a29d,#4c2212,pizza
#8e6935,#ac9b6d,#613816,pizza
#bfaf56,#d3d393,#5b4c2f,pizza
#bab0b8,#341b08,#734a2a,pizza
#a98b6c,#c0c3c8,#574141,pizza
#5c2012,#f5ab6b,#cc532c,pizza
#885640,#ab9e89,#483229,pizza
#b0aba9,#875540,#3a291b,pizza
#eabd80,#d0632e,#6b331d,pizza
#d5d2c0,#402a1c,#9c6f48,pizza
#1b140b,#d3d4c7,#8f7448,pizza
#a67380,#d2b9cb,#682f3b,pizza
#636964,#d6d5d1,#1c1914,pizza
#deb78b,#d38656,#a84d33,pizza
#c0811b,#f6f4c3,#352d14,pizza
#fcfcfb,#ba634b,#ebaf77,pizza
#8c4421,#2c1202,#c07959,pizza
#544463,#b37b91,#6477e9,pizza
#b5bcd0,#573629,#89756c,pizza
#b99671,#87421a,#dad3c7,pizza
#aca25b,#824222,#232418,pizza
#b3bdc4,#646256,#989481,pizza
#643b13,#98773b,#241c09,pizza
#8d5833,#96a3a3,#19181b,pizza
#a96f24,#3e260d,#dab563,pizza
#1f180d,#bac3ab,#665335,pizza
#3f1515,#be8560,#7d3229,pizza
#915333,#421a16,#d4a77d,pizza
#9e6a36,#522d14,#b3996b,pizza
#8a391d,#2e1614,#dfb269,pizza
#8a755c,#831615,#adaa9e,pizza
#644e47,#1c1513,#8e8885,pizza
#c47f5c,#3b291c,#eed5bd,pizza
#af6c43,#3d130a,#f1cca0,pizza
#8c5543,#221817,#dfcebd,pizza
#6e3527,#d7c9ae,#a67956,pizza
#311508,#b6612e,#812f12,pizza
#b46b3b,#882c14,#cc9d71,pizza
#9d4025,#e9b97e,#d27a41,pizza
#a8723f,#e8d3b3,#3f2718,pizza
#6f543f,#b3b8a7,#090f0b,pizza
#c2b7a8,#78624e,#49251b,pizza
#542311,#d4ccbf,#9d744a,pizza
#b76e22,#e1d6c5,#321d10,pizza
#7e5e47,#2c201f,#c2a88b,pizza
#a28168,#424331,#cac9c6,pizza
#b2ada3,#63382b,#9a7757,pizza
#0a0804,#dab171,#9a5f27,pizza
#d41f29,#f26084,#540f14,pizza
#5e6792,#1e314e,#c4a8b7,pizza
#532919,#ceb49e,#9a6749,pizza
#edbe8c,#893821,#cc7f4d,pizza
#c5873f,#724a1e,#dfc49a,pizza
#cc8248,#d7d3ca,#943015,pizza
#291f13,#d3c6b1,#756a5a,pizza
#a6895d,#e2e6e4,#362922,pizza
#6d3920,#efbd8d,#c77042,pizza
#191915,#c4af95,#705947,pizza
#552411,#a7b9bd,#836c57,pizza
#92775b,#241f1b,#eae5ca,pizza
#d06d3f,#f3ebda,#9e3524,pizza
#c47b41,#401d11,#f7e0a6,pizza
#e9b989,#3a2118,#bf6a3f,pizza
#7e6f56,#2b231c,#604b34,pizza
#d0ae63,#5f1e18,#a66025,pizza
#daa476,#b8442b,#e3d5c4,pizza
#d2cecf,#77301c,#b5815c,pizza
#410f0f,#dfdbd0,#8c4234,pizza
#e2b295,#442620,#a35444,pizza
#5e4b51,#bbcfe0,#8c8b91,pizza
#17110d,#8a7964,#62452e,pizza
#412820,#827063,#cbd3ce,pizza
#d5c6b8,#853a25,#b37e5c,pizza
#e7cba9,#3b1529,#b77d5b,pizza
#8d5c44,#b5b9b9,#37282e,pizza
#866b57,#191411,#b0b2ac,pizza
#6a2f42,#a07f74,#b9c3ae,pizza
#c2c5b3,#894c30,#a59775,pizza
#ba744c,#6f2c1e,#e4ccb3,pizza
#412d23,#e4d9be,#867366,pizza
#3a1a08,#c68b4d,#7e411b,pizza
#cfa078,#331e13,#ad5832,pizza
#803314,#acaea8,#928470,pizza
#b0a495,#3a2619,#856646,pizza
#983d28,#1a0c0b,#c8b4a5,pizza
#211714,#a45e3e,#eaa87b,pizza
#130b26,#f6e1b3,#a75b5d,pizza
#997a60,#3f251e,#d6d9bd,pizza
#d7d4d4,#8e4922,#af9c88,pizza
#caa583,#9d6544,#693626,pizza
#2e1206,#b2400d,#ed9f2e,pizza
#bb8e4f,#e6d6be,#652f16,pizza
#af3e20,#e2c4a0,#571b0f,pizza
#decbb1,#44332b,#b38f5c,pizza
#b78960,#61120f,#923a27,pizza
#e3d7c6,#352627,#c59757,pizza
#94311f,#c58359,#491f11,pizza
#e1ca9f,#3d2620,#b27d50,pizza
#7f472a,#342221,#a8784a,pizza
#8d603a,#b2a99c,#2d201a,pizza
#e2b681,#7d381d,#c76d32,pizza
#e8df96,#993f08,#ce8d16,pizza
#b48257,#773019,#dbc8b3,pizza
#c0c096,#ae4d27,#475e22,pizza
#eeb87b,#a5441d,#d4833e,pizza
#6f281b,#d1b8a8,#af7159,pizza
#a3601f,#bbab8c,#271b0d,pizza
#7e6652,#210b08,#dac8a6,pizza
#5b3f21,#697277,#2a1408,pizza
#a09b8e,#401c13,#766253,pizza
#2a1608,#9f541b,#e8c392,pizza
#742720,#8e7564,#2a1715,pizza
#a96d54,#3e3926,#e9d8c0,pizza
#a3725c,#1f1211,#e7e2d7,pizza
#161922,#ccbca9,#8a5338,pizza
#cab296,#a76e43,#672715,pizza
#c1b7af,#8c6653,#562c23,pizza
#493014,#bbb27e,#9a6e29,pizza
#dfe1d8,#384629,#bc7d56,pizza
#da9e79,#ac5c3a,#572a1c,pizza
#1d171d,#976d5a,#e4dac1,pizza
#562f13,#e3af66,#b66c32,pizza
#d7bda4,#372423,#aa6b45,pizza
#341b15,#d8ae80,#a7582b,pizza
#825223,#b1aa9e,#361609,pizza
#8e734a,#b7a479,#56462e,pizza
#d6bda6,#33261a,#9c664a,pizza
#d24c35,#662c09,#f4b185,pizza
#81321d,#e3c9ba,#bd7d66,pizza
#8f5746,#c3a399,#2d1611,pizza
#bd7d60,#471d14,#a24a1e,pizza
#a77b4e,#6a2718,#dcd6cc,pizza
#180504,#9b170a,#cd8243,pizza
#b38559,#7a4326,#c4c5bc,pizza
#7e5546,#3e2723,#c0a08f,pizza
#ecc36b,#572c18,#b3682d,pizza
#c37a1b,#a13a06,#d2a24a,pizza
#a66e43,#ccb7a0,#682f15,pizza
#845b42,#25160b,#dcd3bd,pizza
#ccab70,#291914,#93462b,pizza
#f6ca53,#46310b,#a77f24,pizza
#bd8942,#b3a99d,#853819,pizza
#32170e,#e9d2b2,#9e5f3e,pizza
#b8743e,#dfc786,#5d2f27,pizza
#a1acaa,#311f12,#7d6543,pizza
#b78e80,#e7e9e8,#6b3e35,pizza
#9c8a66,#434625,#dfe4dd,pizza
#f8f7e2,#cd6b0e,#edc47c,pizza
#3f2223,#c99c80,#067d97,pizza
#955b3a,#bea384,#312115,pizza
#e7ce8c,#59451f,#b58141,pizza
#1c1305,#ba926e,#5f3117,pizza
#905f3e,#d0c9bd,#bfa681,pizza
#785948,#323135,#c2ae93,pizza
#bcb9a7,#301e15,#8e6f3c,pizza
#c8c3a7,#281c11,#90683a,pizza
#c6a68e,#4f2924,#9a6145,pizza
#e6bd8d,#5f2516,#bd6131,pizza
#b66d34,#361b13,#dec9a6,pizza
#bbaba2,#281e18,#976749,pizza
#d59e80,#894b3e,#ad6e5d,pizza
#897e65,#5c4231,#b3bbae,pizza
#cdcebd,#4b3d30,#8d8777,pizza
#bd6d31,#ecd7c0,#261f16,pizza
#b7805a,#713321,#c5bda9,pizza
#0e0807,#c9cdb1,#3e2d23,pizza
#986258,#53251f,#bdb3b4,pizza
#4a2d34,#cac1c0,#997474,pizza
#2a2a28,#997d6c,#eceae6,pizza
#c4b087,#553f33,#af5f20,pizza
#3b1811,#eba17c,#c34230,pizza
#9ea3a8,#473638,#7e6a63,pizza
#38252f,#dfbfce,#a0565f,pizza
#9c6427,#39220d,#d1ae67,pizza
#b76b66,#d8c688,#4c3a5a,pizza
#8c6f52,#362826,#accbca,pizza
#5a3419,#cdccbd,#ad8248,pizza
#ac8d6e,#24120a,#764324,pizza
#9b351e,#dedbca,#cf944c,pizza
#883246,#b7617a,#d9c4d0,pizza
#662d22,#eacfc9,#b5705b,pizza
#b79a18,#5c3705,#b7cabb,pizza
#400e11,#7d4332,#bb8a68,pizza
#1a0b0f,#4c5356,#2d2e32,pizza
#ebc187,#4a2313,#af6f2e,pizza
#514342,#84b5d3,#2d1a19,pizza
#ab732f,#27220b,#e8d9a4,pizza
#110d0c,#8e390f,#cc934a,pizza
#83643f,#a9a480,#442d19,pizza
#b6b7ac,#917c5d,#503530,pizza
#985f40,#4e321f,#bc9c83,pizza
#cd681c,#f4c696,#872507,pizza
#d29528,#c4c0b7,#7c4520,pizza
#3f1c0e,#8a6e63,#5f2e1b,pizza
#f6e1e7,#65301b,#d08571,pizza
#9fa29e,#fefefe,#623f23,pizza
#371a06,#8f624a,#733a1a,pizza
#c3721f,#f0b651,#73380d,pizza
#70786a,#a5b7b5,#413d30,pizza
#a9ad78,#38301f,#7e6b3b,pizza
#80140c,#e7821b,#bd4510,pizza
#f6f3e6,#331e15,#cea15a,pizza
#19060f,#c9aea6,#855359,pizza
#e2dfce,#410f07,#ba6e2b,pizza
#876844,#442613,#c0a98a,pizza
#bbb1a5,#22252a,#7f6758,pizza
#cc773c,#96310c,#b35221,pizza
#cf7b23,#e7dfd2,#8b3109,pizza
#624029,#afb5bb,#948471,pizza
#3c1f05,#856e24,#c3c17a,pizza
#b4c1be,#94785f,#643925,pizza
#4b5d73,#b2afb5,#7a7b83,pizza
#af524f,#c0abca,#1e1d4c,pizza
#837262,#2f2923,#d5c5a9,pizza
#b36a19,#debe44,#7a2e07,pizza
#927558,#422a19,#d1cabf,pizza
#97a4ae,#34241d,#745746,pizza
#f9ca1e,#d35d08,#7d1a03,pizza
#1f1f1c,#cdd4d3,#995034,pizza
#130d03,#d6934a,#874e14,pizza
#381f17,#c1c1bf,#935a3e,pizza
#bdae64,#7f6839,#523010,pizza
#9a755f,#e7e8e7,#594a3d,pizza
#98b56b,#d8dbd9,#9c652d,pizza
#9b9e91,#b8cde0,#545839,pizza
#a18b37,#e9e08d,#4c381c,pizza
#9caaba,#3d3131,#76645a,pizza
#766e3a,#cdb09d,#1c1d0c,pizza
#25171b,#e6ab63,#bf4a26,pizza
#7f614a,#2d231b,#dbd8d3,pizza
#f77e07,#6c2807,#df3c06,pizza
#909386,#77432b,#1e201e,pizza
#aa8582,#192827,#73443e,pizza
#b87535,#473c2b,#e8cfa8,pizza
#6e442a,#cfd2ca,#af7e55,pizza
#472716,#a99a8b,#7f5c3d,pizza
#8a3d22,#1d1411,#be7249,pizza
#2d1f16,#a3724c,#e2eddb,pizza
#21140b,#c8b493,#78553c,pizza
#7d583d,#c19a79,#3d1e11,pizza
#301c0b,#ada57c,#735936,pizza
#713729,#b36f4d,#c4bdb8,pizza
#934926,#b4936d,#2e1f0d,pizza
#ba6b30,#6d260f,#d8bc97,pizza
#d3a98d,#3c130d,#96402d,pizza
#43321d,#dbd9a6,#937744,pizza
#9b8873,#354143,#9fbabe,pizza
#4b2a24,#d1b6b7,#a9695b,pizza
#68462d,#eeba77,#d08744,pizza
#421610,#1b0606,#602318,pizza
#eef0a6,#1b1808,#8f7c2d,pizza
#6e1817,#b46866,#ccc6d7,pizza
#785b3f,#cbd1b1,#1a110e,pizza
#5a3929,#d3c8b5,#9b734a,pizza
#9c440d,#e5d199,#db981e,pizza
#1b1526,#d3adc3,#993f45,pizza
#caacb5,#682525,#a65d52,pizza
#14140b,#decba6,#8c633f,pizza
#220f0a,#983c13,#641e0d,pizza
#3a2219,#a06d45,#dfdcbf,pizza
#b07d47,#3b1e12,#d0cbbe,pizza
#4d2b13,#e2bc43,#b83f0c,pizza
#be9ba1,#712928,#a66758,pizza
#8c491c,#e3c539,#230a06,pizza
#da8f3e,#903221,#e2d2bf,pizza
#905028,#a5a1a2,#364162,pizza
#373437,#b5b4b0,#8d6554,pizza
#baaf94,#813d15,#b37639,pizza
#968b70,#4f3723,#d0e0c6,pizza
#451f1c,#c5bab8,#8a695a,pizza
#d2a370,#935933,#6a2224,pizza
#daa37d,#703925,#d26e47,pizza
#bf9c60,#eef0e5,#7b350b,pizza
#8b6d6a,#402f3d,#cccccf,pizza
#ad6d40,#7b3f2f,#be9861,pizza
#6c3533,#ccc4c3,#af7d6e,pizza
#b5b9b5,#5e2f1f,#936744,pizza
#19120b,#e3b757,#9c552a,pizza
#715017,#aa9747,#1c1004,pizza
#8f684a,#3e2c1d,#ada592,pizza
#afa6a0,#4e322f,#88685b,pizza
#b08a9d,#ad4725,#3c1711,pizza
#2a3838,#bdb8a5,#647372,pizza
#422218,#9a6955,#eaeae5,pizza
#663130,#d7cecc,#c86c45,pizza
#d7d9d1,#333130,#887a6c,pizza
#9a9589,#261d15,#645645,pizza
#7a6046,#20160d,#563522,pizza
#7d3514,#d7cbad,#ab8758,pizza
#efbc2d,#6f2409,#c6590e,pizza
#5c5537,#171810,#8f9374,pizza
#1d1704,#a9a876,#795912,pizza
#9b6e55,#101415,#d3c5c1,pizza
#b49882,#61402a,#8d6a52,pizza
#d3a695,#4f2b37,#bc6542,pizza
#160e0c,#d6bea8,#896355,pizza
#e59751,#af6221,#411502,pizza
#553e37,#e1dcd5,#b98b6f,pizza
#b29d59,#31200c,#ebe8bc,pizza
#b2bcb8,#273036,#7d6454,pizza
#672e1d,#7e6446,#2b160e,pizza
#8e9293,#4f443b,#726d60,pizza
#895e26,#bbab7e,#21160b,pizza
#150916,#ead072,#985037,pizza
#2d1a12,#cbc1aa,#85603f,pizza
#675d57,#342935,#909492,pizza
#d8dbe0,#331f1b,#886f66,pizza
#85464b,#1c1318,#baa7bc,pizza
#c78f65,#985e3c,#411f10,pizza
#8d5b3f,#d1bd93,#563021,pizza
#423817,#c9c28b,#937139,pizza
#040102,#d77c7c,#473161,pizza
#d0bca1,#72330c,#b77925,pizza
#1c1613,#77644a,#b4b49f,pizza
#512808,#230d03,#784c14,pizza
#5e2314,#e5cb93,#ae2625,pizza
#443634,#7f7368,#bdb8b1,pizza
#e2ddb4,#d99d44,#7c411a,pizza
#cf7114,#a32d06,#e4b448,pizza
#d8dad6,#743221,#ae8571,pizza
#9f6f29,#3d2910,#cac3a2,pizza
#9ea0a5,#40302f,#6d5d5a,pizza
#dbdad3,#593a21,#997f6e,pizza
#cda29c,#331928,#c2553a,pizza
#93917f,#382e28,#c4d8db,pizza
#dec067,#6c2509,#cb710f,pizza
#745933,#bdad70,#331f0f,pizza
#bdc2bb,#282a2f,#9a8c77,pizza
#939789,#3c3022,#816339,pizza
#b17f52,#2f2b28,#c6bea8,pizza
#a58e49,#d7d4b0,#633e11,pizza
#e5dad3,#c8653d,#492516,pizza
#9ea262,#5a3918,#d2e4ba,pizza
#f1bf65,#d04a09,#46270a,pizza
#1e1712,#a67348,#683523,pizza
#bcc5ca,#32262c,#91716b,pizza
#faee59,#411e0a,#e17a13,pizza
#26211d,#a69e90,#745645,pizza
#bb7b4a,#ecbb8d,#6f351c,pizza
#84653b,#c4bdae,#110d0a,pizza
#7a251a,#e8300f,#e9a271,pizza
#854a2a,#312221,#b6823d,pizza
#281111,#d88d6c,#874432,pizza
#e7b675,#33160d,#a15d30,pizza
#a1593f,#432a20,#caa97f,pizza
#be4e2c,#ea964f,#792417,pizza
#895735,#ee6d61,#392210,pizza
#080501,#693a1b,#a08c7a,pizza
#432f1e,#b9bec4,#786448,pizza
#e6c99a,#592c1c,#b97341,pizza
#3e3b16,#e2e4be,#92965a,ramen
#a9a060,#d9dbd8,#505016,ramen
#26202d,#b9b6b5,#827074,ramen
#b09575,#161310,#7a5e44,ramen
#8b8563,#5e5625,#bfb194,ramen
#a7895f,#efebdd,#52542f,ramen
#c5c7be,#4c451d,#9a9570,ramen
#846f55,#c7b9a1,#2d3226,ramen
#191104,#898570,#705930,ramen
#676651,#2a1d11,#aca69c,ramen
#dae1d6,#35591d,#a7a97c,ramen
#d4b08d,#3b3830,#a47152,ramen
#5c3c25,#e8e7e1,#a89476,ramen
#4d3114,#866d44,#130c09,ramen
#e6e5e6,#753c36,#bb987f,ramen
#e9e6ac,#2f1b0c,#4bd9c6,ramen
