color1,color2,color3,color4,color5,class
3433312,2730476,9740699,66827,13622491,seaweed_salad
1515294,13292496,8685714,1284050,3295590,seaweed_salad
1915505,132616,4024987,594730,729427,seaweed_salad
990735,14409694,4818287,2839102,11057335,seaweed_salad
9545120,3262690,1981743,10540003,4746599,seaweed_salad
16645629,855311,11586782,3562338,7439794,seaweed_salad
604968,3179888,9361371,5088669,1729097,seaweed_salad
857369,8034479,4546942,12307419,2504261,seaweed_salad
9147042,1910557,12169920,16112068,3492454,seaweed_salad
7380114,11912894,794127,4286041,2242868,seaweed_salad
1082707,15660531,1186078,3192715,8767415,seaweed_salad
2907728,13031401,595997,2172055,6392474,seaweed_salad
4743560,15323345,992541,10263214,2636114,seaweed_salad
8177913,1782095,5214393,15202558,3433606,seaweed_salad
1982755,16119799,8176553,4954473,3240259,seaweed_salad
16054001,4086337,2565155,7111788,12108727,seaweed_salad
1057674,5804979,1804119,792343,14016223,seaweed_salad
10136751,1260085,6456719,13948372,2909797,seaweed_salad
857866,11773603,1595709,13615807,7766136,seaweed_salad
7051899,927769,6013406,13362910,2580805,seaweed_salad
2121281,5682319,9491394,601371,3836775,seaweed_salad
925745,10341094,6328255,15464428,3232903,seaweed_salad
4688033,1191994,8889789,2379867,528916,seaweed_salad
3110008,14148066,8431052,2571724,804650,seaweed_salad
201991,11652040,8497065,1130794,3302780,seaweed_salad
1251604,1933785,11173195,13428465,2969941,seaweed_salad
396554,13038054,3966319,1069107,7257778,seaweed_salad
988946,13684695,5534051,9609895,3097141,seaweed_salad
2716500,1852214,13028290,7772055,598549,seaweed_salad
4548435,197900,13818832,2440494,8098698,seaweed_salad
1582383,4543865,8425375,396561,3029848,seaweed_salad
11332084,1139508,3330025,2594687,467472,seaweed_salad
1712671,12699073,4020814,15328738,8295574,seaweed_salad
1453622,12242398,5801366,15135740,2839909,seaweed_salad
13222601,2112586,3365771,1383189,7176357,seaweed_salad
15200236,1529719,9484745,3374000,405306,seaweed_salad
671162,1867094,15465719,3854496,602402,seaweed_salad
1647400,14671325,4147037,2905290,8689851,seaweed_salad
2253119,14806239,6834216,925713,7511936,seaweed_salad
332046,4051385,13892345,877374,1416807,seaweed_salad
2505520,12500679,7378576,4352859,16315897,seaweed_salad
334361,6789021,4092017,11654105,1588804,seaweed_salad
2581095,15133931,928557,2520518,8692393,seaweed_salad
463894,8367813,5075845,2113880,13622240,seaweed_salad
1841948,10720955,15457261,3884366,7172998,seaweed_salad
3305016,14543585,7058853,1719831,6528335,seaweed_salad
2441281,9351350,5406076,13295586,5809643,seaweed_salad
5465493,1062193,14274250,3691114,8163735,seaweed_salad
668971,14675446,336790,1870966,8303299,seaweed_salad
1458271,14148063,666914,9083580,5795988,seaweed_salad
1060657,2718833,5216404,1596242,9684930,seaweed_salad
12832463,3825754,9281951,2179007,1322530,seaweed_salad
343350,7120561,950128,2187746,10800348,seaweed_salad
135702,10990508,3169624,7179401,733487,seaweed_salad
8499873,12901599,5210208,2772023,16120825,seaweed_salad
1082187,12839908,6141602,2965604,663327,seaweed_salad
4151249,12838625,666654,2843481,7053473,seaweed_salad
6901566,9936813,131588,10667752,8419440,seaweed_salad
1056287,13487303,4288682,4215388,9014158,seaweed_salad
1265199,2669706,530190,8643530,1346123,seaweed_salad
8161099,988716,15329198,2646069,12368245,seaweed_salad
4338749,16382715,10073008,5604969,2563361,seaweed_salad
5544087,666402,15067353,3041377,9617849,seaweed_salad
10206373,3031857,6390365,14804452,460295,seaweed_salad
856077,7777220,3109324,14806504,2578277,seaweed_salad
207887,8113867,14874615,1336383,3643518,seaweed_salad
2569026,593949,4279132,264201,5660527,seaweed_salad
9208959,329479,1912877,11445924,4284761,seaweed_salad
12303802,1583137,4348762,15131616,9016210,seaweed_salad
9677500,2242349,14735836,3754188,4748658,seaweed_salad
995624,7706284,1188266,13553108,3175281,seaweed_salad
10278879,1527130,3046279,928807,2859980,seaweed_salad
2376262,8625321,596759,13358802,5532020,seaweed_salad
12109229,2519625,9412747,15857898,736277,seaweed_salad
2575413,10991034,858655,13819614,5536881,seaweed_salad
67331,7502458,9277840,4346703,1320987,seaweed_salad
6197626,14805999,1189917,3761487,8698546,seaweed_salad
2574936,9738667,991538,5078660,15526893,seaweed_salad
1928543,9546164,4422551,666694,13093848,seaweed_salad
2244960,11654115,3563393,662579,5015215,seaweed_salad
1389611,13147565,3826517,6982528,15712460,seaweed_salad
8885915,1711133,14672346,4148556,7701895,seaweed_salad
14872040,673318,4103547,1864265,9611679,seaweed_salad
4136149,12761512,3233601,3778008,15857912,seaweed_salad
4806757,8818836,2832410,11644584,8221491,seaweed_salad
3564154,8564154,264465,15529973,1123139,seaweed_salad
10072790,335923,5076370,1983833,8363456,seaweed_salad
2255769,204346,8442614,738155,4891342,seaweed_salad
2563112,11972821,8288932,4275054,7567349,seaweed_salad
6454906,2240562,15461848,10333859,4346962,seaweed_salad
13230836,1660741,6791370,923676,3240584,seaweed_salad
1069157,6464211,273721,8504051,2782356,seaweed_salad
15264484,3296614,7112340,1844269,10993091,seaweed_salad
13166328,2507874,7456222,1251120,5672348,seaweed_salad
266251,5605775,929323,2315609,12378597,seaweed_salad
530705,7444912,12701905,1784648,5207176,seaweed_salad
2048308,7967897,13088944,4351581,597781,seaweed_salad
14739687,1584915,7051153,3104323,12635084,seaweed_salad
2387072,15594992,9551552,5085609,1325639,seaweed_salad
3227450,11381416,6319211,13816013,1315604,seaweed_salad
2501932,14742255,4479835,2102704,7249306,seaweed_salad
6589306,13947863,2440237,2955693,5453025,seaweed_salad
3700634,857892,1852257,12901859,8235969,seaweed_salad
4281187,2305838,7053486,11188412,5929350,seaweed_salad
8297922,134414,2575728,5141400,469823,seaweed_salad
1386037,13359077,3238323,7967142,2839900,seaweed_salad
3360348,10596017,14212567,1974824,6584709,seaweed_salad
529194,14348529,9548461,1526383,263945,seaweed_salad
2906180,15653826,925201,3822258,9609099,seaweed_salad
11180432,662548,14337210,2047316,7502207,seaweed_salad
1940187,464151,998482,3525621,1535153,seaweed_salad
1325621,2453080,2772144,1188472,5280402,seaweed_salad
1866853,15988730,933674,4961989,7103616,seaweed_salad
9222102,1263922,12432241,14216425,4233357,seaweed_salad
1864250,14017497,739355,10338481,4757361,seaweed_salad
134425,9873317,3827584,13292237,733776,seaweed_salad
6519698,995119,2773852,266000,8952504,seaweed_salad
2760581,11190457,6916752,952138,14281179,seaweed_salad
4086150,15334134,6015160,1194561,2200950,seaweed_salad
267302,4298441,12445422,950886,1721231,seaweed_salad
268817,807044,7855814,1144397,3052959,seaweed_salad
931648,7584726,441327,11001327,3244180,seaweed_salad
198431,12512238,2322812,3912895,1060688,seaweed_salad
7895959,993072,13292500,3625086,13736329,seaweed_salad
862230,14870242,6333073,463580,2448189,seaweed_salad
132622,2379246,1188202,1651382,594488,seaweed_salad
2453588,10862275,15923700,1064745,4757382,seaweed_salad
1061582,6659578,1057867,1589122,4027628,seaweed_salad
1454100,13956591,6076820,2316331,3768914,seaweed_salad
1587020,14737608,8819584,5162702,663065,seaweed_salad
12832984,665415,5665629,263618,2262450,seaweed_salad
2710423,13618899,993829,7377824,2510679,seaweed_salad
11714499,793888,15394788,7113885,4083815,seaweed_salad
4884321,15791348,1787952,4752315,9614781,seaweed_salad
3384716,15203576,1323042,6215885,1929549,seaweed_salad
13422534,3035196,2241464,1057049,6918007,seaweed_salad
1251870,9936288,5728111,3029052,14408921,seaweed_salad
7713478,739930,267807,14546168,2127759,seaweed_salad
12446706,339795,1683627,12145953,3300077,seaweed_salad
5668012,987680,15331567,3163491,10336717,seaweed_salad
856856,8766400,4878448,2506561,14410211,seaweed_salad
1473619,15269366,6275782,935206,2334620,seaweed_salad
1400379,15988982,2463340,465692,6669992,seaweed_salad
1860690,13562096,340517,4166785,7389374,seaweed_salad
6137555,2305860,5073024,526864,11263214,seaweed_salad
6129588,2309741,4548499,596810,9480403,spaghetti_bolognese
15858167,2576037,7189216,1387641,4883909,spaghetti_bolognese
8823991,2238506,2057131,13619920,6448494,spaghetti_bolognese
2374772,10532807,1777711,15328222,5731740,spaghetti_bolognese
727847,12566203,3098719,6521756,15855845,spaghetti_bolognese
5797764,10068634,992562,3035749,14868954,spaghetti_bolognese
1070766,12636117,131073,338058,8430269,spaghetti_bolognese
273300,950251,201524,1423866,479435,spaghetti_bolognese
15855532,5514632,4867401,10920591,7170924,spaghetti_bolognese
2591188,342681,9817325,136299,5874650,spaghetti_bolognese
10469315,1192774,2334152,1008796,5924716,spaghetti_bolognese
10857646,4611450,2895688,14866121,7112605,spaghetti_bolognese
8299440,1195905,200508,3633065,4414558,spaghetti_bolognese
1263761,6732765,3506622,268626,10740726,spaghetti_bolognese
12180476,1062820,9287413,730462,2124501,spaghetti_bolognese
1193126,13754343,9151431,858486,2516425,spaghetti_bolognese
201257,4822189,2450823,8436678,865369,spaghetti_bolognese
1452376,14938610,7589350,2247563,3773886,spaghetti_bolognese
9417153,1652065,13688290,4088194,6591147,spaghetti_bolognese
1837069,10331314,3945842,14408929,6383512,spaghetti_bolognese
1345996,13685971,1116691,10002857,600978,spaghetti_bolognese
14603204,2182021,6064812,1390389,3826263,spaghetti_bolognese
8035779,1064865,15980997,4421815,16710889,spaghetti_bolognese
7056850,1064311,198667,3176109,12511217,spaghetti_bolognese
11910601,1982097,1908281,10585968,5341097,spaghetti_bolognese
8306915,15330796,329245,4748461,1520246,spaghetti_bolognese
2649759,15328476,11187129,5545402,1847390,spaghetti_bolognese
3227536,9612730,14084576,3022672,6322085,spaghetti_bolognese
4751533,729436,14738666,2511496,8565458,spaghetti_bolognese
13432823,1138116,534918,2397929,10081512,spaghetti_bolognese
10608620,752848,1224428,6340831,349095,spaghetti_bolognese
15265524,3704258,994898,7780061,1987730,spaghetti_bolognese
729670,8243426,14411754,5021815,536747,spaghetti_bolognese
4880818,2571899,6272229,595015,10601447,spaghetti_bolognese
1917852,7979254,925288,3435968,5150688,spaghetti_bolognese
13169140,1592704,4620194,334917,7256794,spaghetti_bolognese
922165,7771318,4614547,2111846,11780051,spaghetti_bolognese
10798818,4481208,1779084,16052723,3651302,spaghetti_bolognese
665525,2718953,1132765,866409,9100795,spaghetti_bolognese
988207,13232117,2118335,1256318,6729442,spaghetti_bolognese
2772640,11261926,2237742,7776709,8481872,spaghetti_bolognese
9480124,2180227,5078707,13028816,662350,spaghetti_bolognese
15068134,1057874,4952004,2315923,9486038,spaghetti_bolognese
11651816,1068458,471176,6004957,2453442,spaghetti_bolognese
2060698,10994366,7440261,932431,16383227,spaghetti_bolognese
332090,4482691,796511,8362151,1787260,spaghetti_bolognese
1913722,12244465,724253,4485047,8956112,spaghetti_bolognese
15725295,1924493,4299462,1319733,12898255,spaghetti_bolognese
12963281,5208998,927040,9413558,2246780,spaghetti_bolognese
15529967,1731745,3063778,1253685,11978945,spaghetti_bolognese
6059909,1384493,15386008,3229792,10067349,spaghetti_bolognese
7312047,3761558,10400451,13885671,1323627,spaghetti_bolognese
2578837,4887997,13425639,8105935,1058912,spaghetti_bolognese
13361880,598138,397085,9224384,3760792,spaghetti_bolognese
14083569,2964078,5006756,1777477,9743562,spaghetti_bolognese
3951966,8886934,5532533,12106671,2239301,spaghetti_bolognese
2905496,10400462,5472959,1255261,14277598,spaghetti_bolognese
3173535,13097959,2108222,10980490,7621702,spaghetti_bolognese
10991041,1582927,2645936,6785707,14670806,spaghetti_bolognese
4357560,333374,11458037,7382485,1257859,spaghetti_bolognese
2184079,13429481,600676,9553882,5016503,spaghetti_bolognese
6191255,9808314,13096671,14728880,2834283,spaghetti_bolognese
3562896,9293010,1189198,6264241,13624279,spaghetti_bolognese
1119774,7519455,6587807,11459571,2377616,spaghetti_bolognese
9076836,3296096,6981523,11046957,12100992,spaghetti_bolognese
5656440,3156044,11767718,8613002,15914195,spaghetti_bolognese
2174802,13817303,3362942,10463671,6388379,spaghetti_bolognese
930401,12894397,3630214,133147,8752789,spaghetti_bolognese
16120308,4737349,8175573,2306129,5664389,spaghetti_bolognese
15000271,3691396,11058358,1388385,7244448,spaghetti_bolognese
4600177,9425401,5800669,4397851,4937395,spaghetti_bolognese
14678269,1003176,3446237,272241,6734065,spaghetti_bolognese
2052832,14741231,4169462,659371,395359,spaghetti_bolognese
9806786,3420830,3219043,12307927,5795503,spaghetti_bolognese
6670812,2444922,3505833,989488,11450295,spaghetti_bolognese
1540006,9093325,12966619,474230,4171967,spaghetti_bolognese
3635150,11064311,1001557,7251686,2051738,spaghetti_bolognese
2044811,11128555,6655166,4219045,8826839,spaghetti_bolognese
2369077,7901614,5263968,2970516,12437456,spaghetti_bolognese
2771797,10332336,7831669,13815245,4356005,spaghetti_bolognese
5929628,15853535,1777700,9023936,4541802,spaghetti_bolognese
798544,7898760,4300754,1727894,15133931,spaghetti_bolognese
866949,9694204,1796788,336734,3714015,spaghetti_bolognese
15334139,3366819,7975650,1652861,5212360,spaghetti_bolognese
266359,15135460,907252,2448292,9549517,spaghetti_bolognese
2112143,14938098,5143735,9814232,1122663,spaghetti_bolognese
3699118,9820403,929105,6071512,1985157,spaghetti_bolognese
2452917,14409690,2301225,7778771,2507878,spaghetti_bolognese
5482440,1579296,13689049,1595786,1541570,spaghetti_bolognese
404052,11454928,4564180,15332078,2191007,spaghetti_bolognese
4037862,735388,199244,7454958,1796811,spaghetti_bolognese
4619657,5484773,732767,675527,15528946,spaghetti_bolognese
14938354,1258104,7973069,399170,3498404,spaghetti_bolognese
1666448,7969448,737125,9941694,201016,spaghetti_bolognese
14478573,2433574,6778753,599442,9682638,spaghetti_bolognese
682675,15396070,2766654,8632793,1020128,spaghetti_bolognese
13095375,2107011,4681086,1976643,9677226,spaghetti_bolognese
5135979,7503751,1842984,10001825,3619654,spaghetti_bolognese
1526166,9223132,4097470,596302,13096668,spaghetti_bolognese
6794968,866626,9280684,3109014,13361648,spaghetti_bolognese
726368,14149611,3244237,197126,401062,spaghetti_bolognese
2518440,660245,13694716,4504293,1127780,spaghetti_bolognese
14016230,1655173,9745871,3240110,794448,spaghetti_bolognese
2315140,10273489,864866,14674404,5275041,spaghetti_bolognese
1847660,9354196,14999514,5540533,532290,spaghetti_bolognese
14211802,2119047,5871032,728646,11843262,spaghetti_bolognese
4564952,1261170,11853033,2126769,14939382,spaghetti_bolognese
1837903,13428967,6453153,3291264,10008006,spaghetti_bolognese
791087,10408182,6788036,1388388,6057085,spaghetti_bolognese
3950692,10469310,3702451,2558476,8227206,spaghetti_bolognese
3289971,14201789,9212603,5398176,15526369,spaghetti_bolognese
10406871,3171752,1191761,9935770,15594222,spaghetti_bolognese
858958,15850211,2513090,1125777,6720469,spaghetti_bolognese
1858229,15791081,532260,5216212,535179,spaghetti_bolognese
13556964,1979529,4682421,857922,7776728,spaghetti_bolognese
3169712,265060,8765426,1256850,5081563,spaghetti_bolognese
1849934,4303299,9167851,1858966,593686,spaghetti_bolognese
6987482,3809118,4149940,3878802,5933258,spaghetti_bolognese
790311,7051475,16120829,1912934,3627430,spaghetti_bolognese
1003684,7124964,199716,403053,2786247,spaghetti_bolognese
724771,6854345,11590113,1187227,5072244,spaghetti_bolognese
11853816,1654688,5419759,662631,3113685,spaghetti_bolognese
14150636,2178662,4681109,9086901,595759,spaghetti_bolognese
7773036,3837363,798625,1587260,10204333,spaghetti_bolognese
2902457,13102843,662417,657687,6987488,spaghetti_bolognese
10666710,3498927,6920376,1784965,15065571,spaghetti_bolognese
3031191,13488601,7111109,593489,10381612,spaghetti_bolognese
2177877,7242630,3759485,10069931,858660,spaghetti_bolognese
147821,767454,556996,5356498,416673,spaghetti_bolognese
13561332,2258635,2939371,1000107,9166570,spaghetti_bolognese
7891118,3740237,10068174,5779585,13688565,spaghetti_bolognese
13293540,2447513,8955324,4556733,993125,spaghetti_bolognese
14735569,4024441,2111805,8095628,11381412,spaghetti_bolognese
5071738,13356235,1120053,8622492,2111844,spaghetti_bolognese
1261958,5215942,13101808,469607,2579872,spaghetti_bolognese
1976956,3299287,10013167,2895558,4490975,spaghetti_bolognese
10532289,404843,2317198,665137,7706283,spaghetti_bolognese
1192815,10143972,2251687,13690098,4561362,spaghetti_bolognese
735081,10200490,2581644,4084038,6327452,spaghetti_bolognese
11518415,4689878,15528692,1327288,1058921,spaghetti_bolognese
15923450,2048122,2712509,5947366,1185584,spaghetti_bolognese
1185416,6010859,1587896,2724314,7785718,spaghetti_bolognese
9873326,661035,5994125,14672596,2639982,spaghetti_bolognese
1931725,206458,541861,5351402,66861,spaghetti_bolognese
2521535,66088,402559,6136021,1331878,spaghetti_bolognese
395653,10410491,131915,2180529,5216739,spaghetti_bolognese
10008269,1578385,14670554,1118561,4422322,spaghetti_bolognese
464185,597343,1061766,199195,9154503,spaghetti_bolognese
12766920,3420276,9083808,5795202,1580616,spaghetti_bolognese
5469590,13155262,1253704,15257290,8889275,spaghetti_bolognese
11452346,1717866,13686989,3694987,7315630,spaghetti_bolognese
7961730,13818852,1263478,2850226,10596286,spaghetti_bolognese
400489,10473175,329226,4409932,5215151,spaghetti_bolognese
735108,11379350,1801158,14472395,856342,spaghetti_bolognese
9551067,4491210,594260,2378389,14673633,spaghetti_bolognese
2635883,10141141,4287390,1250094,6462914,spaghetti_bolognese
5540801,14936817,1453936,11058640,3170207,spaghetti_bolognese
261,6005975,13294822,2712498,927859,spaghetti_bolognese
662597,2984380,8705775,996465,1595797,spaghetti_bolognese
1054278,4690907,9946338,3101584,13823736,spaghetti_bolognese
13027776,5142167,1123659,8431027,2705524,spaghetti_bolognese
856341,11778752,2246007,7047594,15526631,spaghetti_bolognese
857643,12570063,3043227,8165541,1391214,spaghetti_bolognese
6710640,15854306,1140391,1056841,10528427,spaghetti_bolognese
332344,5487323,14281197,600434,1931190,spaghetti_bolognese
1129104,12967667,3111621,6599147,1860957,spaghetti_bolognese
3968236,665201,2315183,11125741,7376582,spaghetti_bolognese
6068432,1120576,3302568,9420008,1649019,spaghetti_bolognese
6519694,10069165,798539,2186126,15724780,spaghetti_bolognese
4294861,15857396,929411,1790636,11060958,spaghetti_bolognese
1711905,10262158,15328728,3752005,6317670,spaghetti_bolognese
7249633,2235536,11717867,4085951,1838906,spaghetti_bolognese
4493251,15067618,1256776,1922193,10796744,spaghetti_bolognese
13880766,3032171,6256524,1777974,10133660,spaghetti_bolognese
1056597,9616853,6591153,13688034,2772872,spaghetti_bolognese
4679630,15062265,2374561,3824471,10460134,spaghetti_bolognese
8627134,16054772,5400989,12047839,3556216,spaghetti_bolognese
10343140,6511504,4075952,4005944,7110084,spaghetti_bolognese
12048884,859174,3109048,1257853,6922706,spaghetti_bolognese
9808291,5601447,11255984,7569540,3754096,spaghetti_bolognese
14212073,1192274,3834050,8432077,2052503,spaghetti_bolognese
11907495,1385027,15391684,4084857,7308185,spaghetti_bolognese
6651794,13624040,1319754,2770805,10597569,spaghetti_bolognese
10328999,6184804,14405327,1918595,1580336,spaghetti_bolognese
7904684,1653078,15789790,3563904,334122,spaghetti_bolognese
11187644,3305641,1390193,6596308,13620695,spaghetti_bolognese
4546680,11842476,1714753,14867407,7702932,spaghetti_bolognese
15000798,3098240,6520998,10204359,1254235,spaghetti_bolognese
3784936,1190509,11131380,7048653,3102877,spaghetti_bolognese
1981030,9284812,5802162,461327,3761555,spaghetti_bolognese
413894,4836325,12837613,1284317,543087,spaghetti_bolognese
5077440,14278624,2575784,8497879,1520748,spaghetti_bolognese
8428207,2845832,337215,5474720,1134445,spaghetti_bolognese
9671570,4278351,11973808,7171953,2115214,spaghetti_bolognese
2831193,9278614,6648192,2106170,4674411,spaghetti_bolognese
1782154,16054262,1119289,11452614,3239646,spaghetti_bolognese
8239581,858434,5478084,2778263,12967404,spaghetti_bolognese
14677235,728131,3717854,1205918,6653589,spaghetti_bolognese
5861265,12704229,2765153,9349050,15584962,spaghetti_bolognese
5590426,11896503,3088726,9131353,16313831,spaghetti_bolognese
4883881,13690596,1846318,6728900,3099775,spaghetti_bolognese
2309746,7636880,1776154,12698551,5262147,spaghetti_bolognese
8176119,394549,988541,2572480,4686569,spaghetti_bolognese
10529984,3109034,5348305,1260400,15326684,spaghetti_bolognese
4417677,657173,1977425,3295852,987701,spaghetti_bolognese
8370919,15661821,1456230,1856171,2721497,spaghetti_bolognese
15328484,3946098,10727882,4286130,8610670,spaghetti_bolognese
920869,5603503,2173791,3756680,8235984,spaghetti_bolognese
3295817,9345936,11911339,6255214,3627122,spaghetti_bolognese
2573980,14342368,5011900,9420761,1122928,spaghetti_bolognese
658957,3758983,10396578,1324142,8686220,spaghetti_bolognese
3523810,14742257,1389121,8315374,1664418,spaghetti_bolognese
3233948,15065308,6984641,2564918,10209506,spaghetti_bolognese
9805480,2705276,1316910,4230085,13950176,spaghetti_bolognese
13420482,3766186,991066,7582679,8354921,spaghetti_bolognese
15855590,2178446,3829430,1451096,6464474,spaghetti_bolognese
7574162,859950,11320753,4615548,2376540,spaghetti_bolognese
1589927,12376302,6006753,466815,3440074,spaghetti_bolognese
9154250,1124686,15002859,934299,3176642,spaghetti_bolognese
2172706,8493195,15792114,6188128,10731443,spaghetti_bolognese
3506642,13953014,8043243,741174,994485,spaghetti_bolognese
6921137,2118781,13554387,6845562,1253171,spaghetti_bolognese
1271872,6406879,1454173,13627120,3107479,spaghetti_bolognese
12050925,1059676,5423588,2656353,2578585,spaghetti_bolognese
13813164,2500135,7369065,10394508,4473667,spaghetti_bolognese
4743293,8626870,2432037,12544334,14404804,spaghetti_bolognese
6518932,863583,11119279,1855895,461329,spaghetti_bolognese
3040947,9751802,5744619,265506,1125230,spaghetti_bolognese
11581376,2113405,792659,6460092,3763365,spaghetti_bolognese
15395816,2709672,7046553,1059707,10335940,spaghetti_bolognese
14408406,2048099,8883601,11580854,4620971,spaghetti_bolognese
667243,10202558,4481399,1315857,1792406,spaghetti_bolognese
5345964,9606563,460295,12630207,2451342,spaghetti_bolognese
6266314,2436717,10995681,15986418,4548250,spaghetti_bolognese
13363185,1861012,7257566,863571,3643075,spaghetti_bolognese
2248566,3257578,1245699,1450551,2195122,spaghetti_bolognese
2529733,2383494,10997445,7905953,928844,spaghetti_bolognese
3430022,11649750,1847136,6064048,593202,spaghetti_bolognese
1128300,3839430,10926279,1533349,5006479,spaghetti_bolognese
469364,15196128,9020614,2060478,10650750,spaghetti_bolognese
6263003,9684212,990592,3101113,14672118,spaghetti_bolognese
6060207,15850975,10197445,792123,1981064,spaghetti_bolognese
462412,14542565,5932467,8831713,2899061,spaghetti_bolognese
2979036,13818069,992094,8753827,1458080,spaghetti_bolognese
526863,3431065,8687532,13686497,2895684,spaghetti_bolognese
10596021,3891076,1319755,16120314,8421509,spaghetti_bolognese
9143172,1393530,793131,13484995,5681345,spaghetti_bolognese
3431059,7180214,15591134,1583447,10900003,spaghetti_bolognese
5869235,9351888,595761,1653348,2845852,spaghetti_bolognese
531518,7118011,1989513,133391,4293034,spaghetti_bolognese
8951977,4082792,5534872,2499885,12241104,spaghetti_bolognese
1461638,2455210,595238,7446716,863578,spaghetti_bolognese
9330769,3037312,14999515,2109770,8167864,spaghetti_bolognese
4022660,10599351,12901838,7508381,1517141,spaghetti_bolognese
4742819,11187942,7571645,12698273,2897526,spaghetti_bolognese
1330386,8497634,597357,3765468,997027,spaghetti_bolognese
15724785,1789594,4229033,1718356,9024197,spaghetti_bolognese
1055803,6853549,4221068,14344156,2375784,spaghetti_bolognese
1058903,10138568,4881839,14736861,2642568,spaghetti_bolognese
6061450,7645633,1191283,12310235,3370927,spaghetti_bolognese
1711137,7042680,12565174,4674649,9803670,spaghetti_bolognese
674209,6404834,1607889,401752,11591662,spaghetti_bolognese
2233113,9346208,3486541,11320772,6714235,spaghetti_bolognese
3102633,9487861,1319784,5605843,3611318,spaghetti_bolognese
4882116,13098485,1255256,2771862,7776738,spaghetti_bolognese
10471115,1519692,3959694,2673374,15003114,spaghetti_bolognese
3370442,14675443,791602,5614832,1849216,spaghetti_bolognese
8697561,535752,15130582,3046616,396658,spaghetti_bolognese
1388643,3301780,10926292,4754111,8494014,spaghetti_bolognese
729009,9547196,4363468,3293275,14084068,spaghetti_bolognese
3616574,13424089,5592687,8164268,328849,spaghetti_bolognese
3377366,7916026,799887,4958447,2187446,spaghetti_bolognese
1389627,11251119,15460841,3101312,5931438,spaghetti_bolognese
8170697,861518,2645137,12233378,13686231,spaghetti_bolognese
1520495,12903151,987411,3240871,6139859,spaghetti_bolognese
1321588,2977473,9748963,1984414,4560863,spaghetti_bolognese
15128788,5467545,11715020,2701686,8560823,spaghetti_bolognese
2117551,6266304,1253482,5011591,9620709,spaghetti_bolognese
4032217,533099,13818335,8041442,1987501,spaghetti_bolognese
1065305,8705239,2259602,132102,6397860,spaghetti_bolognese
10134188,1316640,5021645,14146785,3366791,spaghetti_bolognese
1778480,15328460,7238259,10134430,3951707,spaghetti_bolognese
462359,6134183,16184549,2124422,11974314,spaghetti_bolognese
2582692,8436704,4887494,14347249,1455213,spaghetti_bolognese
10996206,5925025,4865654,7574988,4660774,spaghetti_bolognese
16441826,6899829,10840721,14066367,3285313,spaghetti_bolognese
3163744,5731989,8889535,989744,14609394,spaghetti_bolognese
15261657,1118231,5794703,2241375,11051947,spaghetti_bolognese
1122410,8498644,4879289,2441623,13230831,spaghetti_bolognese
6462667,9224937,1128580,2856414,2844587,spaghetti_bolognese
11126220,4794982,6385070,9219523,5324688,spaghetti_bolognese
3052493,14605007,11451328,738173,1665449,spaghetti_bolognese
1259371,14871536,6593468,3237783,10077917,spaghetti_bolognese
6515574,533600,10529195,1532320,591383,spaghetti_bolognese
11263712,1260434,530489,6921120,2134740,spaghetti_bolognese
4882622,1785215,3563679,6987991,398933,spaghetti_bolognese
400761,13297909,2521022,5683941,865972,spaghetti_bolognese
4223668,12966636,7249105,1123933,2377100,spaghetti_bolognese
10858689,1386326,2055571,7245739,16119541,spaghetti_bolognese
12047854,3366824,5212363,1783676,10206172,spaghetti_bolognese
7638691,4348796,13161949,1647432,10204355,spaghetti_bolognese
11651805,398456,4950220,131335,1460665,spaghetti_bolognese
15134708,1662868,535139,6203855,3311798,spaghetti_bolognese
7195610,1782595,14807016,1370097,4293273,spaghetti_bolognese
3698832,13026759,666450,6334141,10409438,spaghetti_bolognese
1189449,4291767,2903677,13623792,7056601,spaghetti_bolognese
10340572,998012,2318502,4886982,12969456,spaghetti_bolognese
7174789,2376819,15725041,12174795,3831220,spaghetti_bolognese
1191350,6458809,660022,2308462,12109014,spaghetti_bolognese
4091544,15331315,1519224,8102849,2115403,spaghetti_bolognese
3295340,5992330,15062730,1450814,9014676,spaghetti_bolognese
11778498,9375792,2701424,2101275,5341104,spaghetti_bolognese
11523828,1915770,7841749,661579,4880809,spaghetti_bolognese
1189203,10468041,15067625,6458024,3102340,spaghetti_bolognese
9478576,2972298,533070,6651543,1785963,spaghetti_bolognese
14273215,1387626,4087952,922404,9408925,spaghetti_bolognese
1065102,5283807,856605,8637683,2778287,spaghetti_bolognese
9275277,3621468,1119307,6187131,461075,spaghetti_bolognese
2331322,14020844,938892,9359311,667729,spaghetti_bolognese
14344159,3889284,6128813,10466244,3487547,spaghetti_bolognese
12569798,871046,6467515,4358803,531019,spaghetti_bolognese
5674156,1057098,14343898,3165817,10732491,spaghetti_bolognese
4807821,8491185,2635375,394795,12571359,spaghetti_bolognese
6589641,664684,8078654,2316200,13093345,spaghetti_bolognese
789264,7572379,5071210,11452884,1979470,spaghetti_bolognese
727614,4429242,867706,3687747,2257566,spaghetti_bolognese
10533563,4670550,8096660,14871516,4610198,spaghetti_bolognese
12167061,1324446,2305071,7170396,5146055,spaghetti_bolognese
7243140,1257559,15593690,4218473,10529692,spaghetti_bolognese
1263016,6920892,1714258,14150387,197383,spaghetti_bolognese
